1210,1215,1232,1442,1476,1477,1519,1590,1615,1773,2233
,,,,,,,,,,
,,,,,,,,,,
2308,2330,2345,2360,,,,,,,
2395,2421,2423,,,,,,,,
2449,2454,2458,2493,2539,2548,2597,,,,
2707,,,,,,,,,,
3017,3023,3257,3416,,,,,,,
3596,3617,3653,5234,5288,5519,6183,6201,,,
6438,,,,,,,,,,
,,,,,,,,,,
8016,8210,8454,8996,9910,9911,9939,9942,,,
1580,2063,2066,2640,2916,3078,3088,3093,,,
6123,6143,,,,,,,,,
6279,6469,6470,6523,6803,8049,,,,,
8109,8342,,,,,,,,,
